DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
ENCUESTA NACIONAL DE SALUD Y DERECHOS DE LAS MUJERES INDÍGENAS (ENSADAMI 2008),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE SALUD PÚBLICA (INSP),ENCUESTA POR MUESTREO,"Determinar las características y la tipología de la violencia de pareja actual contra las
mujeres en ocho regiones indígenas de la República mexicana. ",,,,,,ESTATAL,SI,CSV,http://datos.gob.mx/busca/dataset/encuesta-de-salud-y-derechos-de-las-mujeres-indigenas-ensadami_2008_1,08/09/2016,NO ESTABLECIDO,2008,,,,http://datos.gob.mx/busca/dataset/encuesta-de-salud-y-derechos-de-las-mujeres-indigenas-ensadami_2008_1
ENCUESTA NACIONAL DE ENFERMEDADES CRÓNICAS 1993 (ENEC93),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE SALUD PÚBLICA (INSP),ENCUESTA POR MUESTREO,Presentar información sobre enfermidades crónicas en méxico.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-enfermedades-cronicas-1993-enec93,08/09/2016,NO ESTABLECIDO,1993,,,,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-enfermedades-cronicas-1993-enec93
ENCUESTA NACIONAL DE ADICCIONES 1998 (ENA98),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE SALUD PÚBLICA (INSP),ENCUESTA POR MUESTREO,"Estimar las prevalencias del uso y abuso de tabaco, alcohol y drogas, tanto médicas como no médicas, así como evaluar las tendencias de su consumo en la población.",,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-adicciones-1998-ena98,08/09/2016,NO ESTABLECIDO,1998,,,,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-adicciones-1998-ena98
ENCUESTA NACIONAL DE NUTRICIÓN 1999 (ENN 1999),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE SALUD PÚBLICA (INSP),ENCUESTA POR MUESTREO,Generar información relacionada con el estado de salud y nutrición en méxico.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-nutricion-enn-1999,08/09/2016,NO ESTABLECIDO,1999,,,,http://datos.gob.mx/busca/dataset/encuesta-nacional-de-nutricion-enn-1999
TASA DE INCIDENCIA ASOCIADA A LA TUBERCULOSIS POR 100 MIL HABITANTES (1990-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,"Presentar información relacionada con el número de incidencias ocurridas asociadas a la tuberculosis (todas las formas) por cada 100 mil habitantes, en los años 1990 a 2014.",,,,Periodo*Entidades federativas*Casos confirmados de tuberculosis*Población total*Tasa de incidencia asociada a la tuberculosis (todas las formas) por 100 mil habitantes,"Número de incidencias ocurridas asociadas a la tuberculosis (todas las formas) por cada 100 mil habitantes, en los años 1990 a 2014.",,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/d56ac35a-03a9-46ab-a442-d94a25f7b671,08/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/d56ac35a-03a9-46ab-a442-d94a25f7b671
RAZÓN DE MORTALIDAD MATERNA (POR 100 MIL NACIDOS VIVOS) 1990-2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la razón de mortalidad materna por 1000 nacidos vivos para el periodo 1990-2013,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5d8e4385-3bff-4494-8ad7-fe64d4c5d693,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5d8e4385-3bff-4494-8ad7-fe64d4c5d693
TASA DE MORTALIDAD POR SUICIDIO EN JÓVENES DE 10 A 29 AÑOS (1990-2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por suicidio en jóvenes de 10 a 29 años para los años 1990 - 2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3e19a18b-6357-4e2e-8c93-5c6b1b3e097b,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3e19a18b-6357-4e2e-8c93-5c6b1b3e097b
"TASA DE MORTALIDAD POR TUBERCULOSIS TODAS LAS FORMAS, DEFUNCIONES POR CADA 100 MIL HABITANTES (1990-2013)",MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Generar y presentar información relacionada con la tasa de mortlidad por tuberculosos en todas las formas para los años 1990 - 2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/ea9c73db-fd3e-4f15-a552-97ebc68396c1,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/ea9c73db-fd3e-4f15-a552-97ebc68396c1
TASA DE MORTALIDAD POR NEOPLASIAS MALIGNAS (1990-2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por neoplasias malignas para 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/994fa519-6f96-4254-8e4d-f392ce354738,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/994fa519-6f96-4254-8e4d-f392ce354738
TASA DE MORTALIDAD DE NIÑOS MENORES DE 5 AÑOS (1990 -2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Mostrar información sobre la tasa de mortalidad de niños menores de 5 años para los años 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/52361da4-de2f-4e60-a5a6-857ab6508bcf,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/52361da4-de2f-4e60-a5a6-857ab6508bcf
TASA DE MORTALIDAD POR ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA (EPOC) (1990-2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Mostrar información sobre mortalidad por enfermedad pulmonar obstructiva crónica para los años 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5b34f435-3506-4ec0-926e-d5e9f7cbe030,08/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5b34f435-3506-4ec0-926e-d5e9f7cbe030
TASA DE MORTALIDAD POR DIABETES (TIPO II) 1998-2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por diabetes tipo II para los años 1998-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/cfe1e633-7d4f-4a62-aa95-e0cd182b000e,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/cfe1e633-7d4f-4a62-aa95-e0cd182b000e
TASA DE MORTALIDAD POR ENFERMEDADES CARDIOVASCULARES (1990-2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por enfermedades cardiovasculares enfermedades cardiovasculares (1990-2013 para los años 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/0001945c-e251-4d13-9d26-3e5d206aa1c9,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/0001945c-e251-4d13-9d26-3e5d206aa1c9
TASA DE MORTALIDAD POR CANCER DE PRÓSTATA (45 AÑOS Y MÁS) 1990-2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por cancer de próstata (45 años y más) para los años 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/96dd4fbd-4b35-4686-8322-85425a2145db,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/96dd4fbd-4b35-4686-8322-85425a2145db
TASA DE MORTALIDAD POR CANCER DE MAMA (1990-2013),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Generar y presentar información sobre la tasa de mortalidad de cancer de mama para los años 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3a212058-55b5-4612-9ce4-ebbb467bfc1c,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3a212058-55b5-4612-9ce4-ebbb467bfc1c
TASA DE MORTALIDAD POR ACCIDENTES DE TRÁFICO DE VEHÍCULO DE MOTOR (ATVM) 1990-2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de mortalidad por accidentes de tráfico de vehículo de motor (atvm) 1990-2013.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/6c5d6e2e-8616-4f2c-8ad3-800312bc0e81,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/6c5d6e2e-8616-4f2c-8ad3-800312bc0e81
TASA DE LETALIDAD POR FIEBRE HEMORRÁGICA PRO DENGUE (1990-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de letalidad por fiebre hemorrágica pro dengue (1990-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5f0c0c8c-848a-4f03-aced-df05da2fea82,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/5f0c0c8c-848a-4f03-aced-df05da2fea82
TASA DE INCIDENCIA ASOCIADA AL PALUDISMO POR 100 MIL HABITANTES (1990-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la tasa de incidencia asociada al paludismo por 100 mil habitantes (1990-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/0d152e65-5bab-41be-9f61-025925543f9f,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/0d152e65-5bab-41be-9f61-025925543f9f
PROPORCIÓN DE NACIDOS VIVOS CON ASISTENCIA DE PERSONAL SANITARIO CAPACITADO (1990-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Generar y presentar información sobre la proporción de nacidos vivos con asistencia de personal sanitario capacitado (1990-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/7fee1576-f6f0-4bd6-a143-e77190b93e92,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/7fee1576-f6f0-4bd6-a143-e77190b93e92
PORCENTAJE DE POBLACIÓN CON CARENCIA POR ACCESO A LOS SERVICIOS DE SALUD (2008-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre el porcentaje de población con carencia por acceso a los servicios de salud (2008-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3523bdec-9b80-4e27-a72f-6dc7355e1be3,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/3523bdec-9b80-4e27-a72f-6dc7355e1be3
PORCENTAJE DE NACIDOS VIVOS PR CESAREA RESPECTO AL TOTAL DE NACIDOS VIVOS (2008-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Mostrar información sobre el porcentaje de nacidos vivos pr cesarea respecto al total de nacidos vivos (2008-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/a9801f70-3f7a-4757-92dc-845cd57e7733,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/a9801f70-3f7a-4757-92dc-845cd57e7733
PORCENTAJE DE NACIMIENTOS PREMATUROS RESPECTO AL TOTAL (2008-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre el porcentaje de nacimientos prematuros respecto al total (2008-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/d7b0a698-2a1a-4ed4-943a-c594a713a96a,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/d7b0a698-2a1a-4ed4-943a-c594a713a96a
PORCENTAJE DE HOGARES CON GASTO CATASTRÓFICO EN SALUD POR QUINTIL (2002-2012),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Generar y presentar información sobre el porcentaje con gasto catastrófico en salud por quintil (2002-2012).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/a36919f6-b798-4f46-8c6c-0261b0da4664,09/09/2016,ANUAL,2012,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/a36919f6-b798-4f46-8c6c-0261b0da4664
PROPORCIÓN DE NIÑOS DE UN AÑO DE EDAD CON ESQUEMA BÁSICO COMPLETO DE VACUNACIÓN (1993-2014),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información sobre la proporción de niños de un año de edad con esquema básico completo de vacunación (1993-2014).,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/37f6373c-1d0e-4982-baef-0456119190aa,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-ods/resource/37f6373c-1d0e-4982-baef-0456119190aa
RECURSOS EN SALUD 2014,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,"Presentar información de los recursos físicos (camas, consultorios, quirófanos), el personal de salud (médicos, enfermeras, técnicos y otro personal), así como del equipo médico en las unidades médicas. Información de la capacidad instalada en los establecimientos en salud.",,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/f0e9b9bf-9f4f-4b9a-9f71-e2e0003dfaa9,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/f0e9b9bf-9f4f-4b9a-9f71-e2e0003dfaa9
RECURSOS EN SALUD 2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,"Presentar información de los recursos físicos (camas, consultorios, quirófanos), el personal de salud (médicos, enfermeras, técnicos y otro personal), así como del equipo médico en las unidades médicas. Información de la capacidad instalada en los establecimientos en salud.",,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/8570118b-3e24-4546-856d-0053f9c8bc4e,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/8570118b-3e24-4546-856d-0053f9c8bc4e
MAPA GEOREFERENCIADO DE RECURSOS EN SALUD 2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información georreferenciada de los establecimientos en salud en México que cuentan con Clave Única de Establecimientos. Información georreferenciada de la capacidad instalada en los establecimientos en salud.,,,,,,,SI,KMZ,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/fb28ecde-58c4-45a7-b601-0515320a1bfc,09/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/fb28ecde-58c4-45a7-b601-0515320a1bfc
MAPA GEOREFERENCIADO DE RECURSOS EN SALUD 2014,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar información georreferenciada de los establecimientos en salud en México que cuentan con Clave Única de Establecimientos. Información georreferenciada de la capacidad instalada en los establecimientos en salud.,,,,,,,SI,KMZ,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/15dce9f0-0d19-4169-b78e-63f125b59b35,09/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/recursos-en-salud/resource/15dce9f0-0d19-4169-b78e-63f125b59b35
SUBSISTEMA DE CUENTAS EN SALUD (SICUENTAS),MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,"Presentar información relacionada con los tres clasificadores del Subsistema de Cuentas en Salud: Actividad Institucional, Funciones de Atención y por Objeto del Gasto.",,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/subsistema-de-cuentas-en-salud-sicuentas,10/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/subsistema-de-cuentas-en-salud-sicuentas
NACIMIENTOS OCURRIDOS,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Presentar número de nacimientos ocurridos entre 2008 y 2014.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/nacimientos-ocurridos,10/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/nacimientos-ocurridos
MORTALIDAD MATERNA PARA EL PERIODO 2002 - 2013,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SECRETARÍA DE SALUD (SALUD),REGISTRO ADMINISTRATIVO,Registrar y generar información de los casos de defunción relacionados con la mortalidad materna.,,,,,,,SI,CSV,http://datos.gob.mx/busca/dataset/mortalidad-materna/resource/5ba3d821-2a85-4ed7-ad08-38f4f1544b21,10/09/2016,ANUAL,2013,,,,http://datos.gob.mx/busca/dataset/mortalidad-materna/resource/5ba3d821-2a85-4ed7-ad08-38f4f1544b21
ESTADÍSTICAS DE ADOPCIÓN,MÉXICO,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA (DIF),REGISTRO ADMINISTRATIVO,Presentar estadistica Semestral en materia de Adopciones competencia del SNDIF.,,,,Periodo*Institución encargada del trámite*Solicitudes recibidas*Solicitudes en trámite*Adopciones concedidas*Adopciones improcedentes,Adopciones semestrales por edad y sexo,,SI,CSV,http://datos.gob.mx/busca/dataset/estadistica-de-adopcion,10/09/2016,SEMESTRAL,dic.-15,,,,http://datos.gob.mx/busca/dataset/estadistica-de-adopcion
SEGUIMIENTO CONCLUSIÓN DE ALFABETIZACIÓN,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,"Realizar cuadro comparativo Logros año anterior (periodo mensual) y los logros del año activo (periodo mensual), así como meta anual y meta periodo mensual, correspondiente a alfabetización.",,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-alfabetizacion/resource/a34540a5-d7ef-411b-88d2-f24dfc46b818,10/09/2016,MENSUAL,may.-16,,,,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-alfabetizacion/resource/a34540a5-d7ef-411b-88d2-f24dfc46b818
SEGUIMIENTO CONCLUSIÓN DE NIVEL INICIAL,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,"Realizar cuadro comparativo Logros año anterior (periodo mensual) y los logros del año activo (periodo mensual), así como meta anual y meta periodo mensual, correspondiente a inicial.",,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-inicial/resource/6ba1de04-983d-4568-a9db-d6a94b4cfbad,10/09/2016,MENSUAL,may.-16,,,,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-inicial/resource/6ba1de04-983d-4568-a9db-d6a94b4cfbad
SEGUIMIENTO CONCLUSIÓN DE NIVEL PRIMARIA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,"Realizar cuadro comparativo Logros año anterior (periodo mensual) y los logros del año activo (periodo mensual), así como meta anual y meta periodo mensual, correspondiente a primaria.",,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-primaria/resource/d6025952-56ad-4e31-83c4-f1468b63b283,10/09/2016,MENSUAL,may.-16,,,,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-primaria/resource/d6025952-56ad-4e31-83c4-f1468b63b283
SEGUIMIENTO CONCLUSIÓN DE NIVEL SECUNDARIA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,"Realizar cuadro comparativo Logros año anterior (periodo mensual) y los logros del año activo (periodo mensual), así como meta anual y meta periodo mensual, correspondiente a secundaria.",,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-secundaria/resource/61a4708e-73fe-4c3c-ae54-979f9800458d,10/09/2016,MENSUAL,may.-16,,,,http://datos.gob.mx/busca/dataset/seguimiento-conclusion-de-nivel-secundaria/resource/61a4708e-73fe-4c3c-ae54-979f9800458d
CERTIFICADOS ENTREGADOS POR NIVEL EDUCATIVO,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,Presentar el número de certificados entregados de primaria y secundaria al cierre de cada año x entidad federativa.,,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/certificacion/resource/07a57a56-fb97-4eef-8ac4-c088272d78f7,10/09/2016,MENSUAL,may.-16,,,,http://datos.gob.mx/busca/dataset/certificacion/resource/07a57a56-fb97-4eef-8ac4-c088272d78f7
INEA EN NÚMEROS,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,"Presentar información del número de educandos incorporados, atendidos y que concluyeron nivel.",,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/inea-en-numeros/resource/b54be5ce-c950-46a3-8928-9c4fb57329f8,10/09/2016,NO ESTABLECIDO,jul.-16,,,,http://datos.gob.mx/busca/dataset/inea-en-numeros/resource/b54be5ce-c950-46a3-8928-9c4fb57329f8
BENEFICIARIOS INEA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,Presentar dato que contiene la entidad federativa y el número de beneficiarios.,,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/beneficiarios-inea/resource/d4610df8-ecf3-4d97-ad6c-64da849a9cf8,10/09/2016,MENSUAL,ene.-16,,,,http://datos.gob.mx/busca/dataset/beneficiarios-inea/resource/d4610df8-ecf3-4d97-ad6c-64da849a9cf8
DESEMPEÑO INSTITUCIONAL POR ENTIDAD FEDERATIVA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE ADULTOS (INEA),REGISTRO ADMINISTRATIVO,Presentar los indicadores para la evaluación del desempeño Institucional  por entidad federativa del Programa de Atención a la Demanda de Educación para Adultos. Adicionalmente contiene datos estadísticos de carácter general de cada entidad federativa.,,,,,,,SI,XLSX,http://datos.gob.mx/busca/dataset/desempeno-institucional-por-entidad-federativa/resource/0b2a69e6-fc73-4eb2-9384-610511686816,10/09/2016,NO ESTABLECIDO,sep-15,,,,http://datos.gob.mx/busca/dataset/desempeno-institucional-por-entidad-federativa/resource/0b2a69e6-fc73-4eb2-9384-610511686816
EFICIENCIA TERMINAL EN EDUCACIÓN TERCIARIA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,SECRETARÍA DE EDUCACIÓN PÚBLICA (SEP),REGISTRO ADMINISTRATIVO,"Muestrar el porcentaje de alumnos que concluye oportunamente se educación terciaria, de acuerdo al número de años programados.",,,,,,ESTATAL,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-objetivos-de-desarrollo-sustentable/resource/7abb985a-8003-48e8-8d99-7b64fe4ac374,10/09/2016,ANUAL,2014,,,,http://datos.gob.mx/busca/dataset/indicadores-objetivos-de-desarrollo-sustentable/resource/7abb985a-8003-48e8-8d99-7b64fe4ac374
TASA BRUTA DE MATRICULACIÓN EN EDUCACIÓN TERCIARIA,MÉXICO,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,SECRETARÍA DE EDUCACIÓN PÚBLICA (SEP),REGISTRO ADMINISTRATIVO,"Mostrar el porcentaje de la matrícula contenida en educación terciaria, respecto a la población total en el rango de edad para cursar dicho nivel.",,,,,,ESTATAL,SI,CSV,http://datos.gob.mx/busca/dataset/indicadores-objetivos-de-desarrollo-sustentable/resource/7fdefb48-b9dc-43b3-92f5-4dbccde3c9d2,10/09/2016,ANUAL,2015,,,,http://datos.gob.mx/busca/dataset/indicadores-objetivos-de-desarrollo-sustentable/resource/7fdefb48-b9dc-43b3-92f5-4dbccde3c9d2
